seller_id,delivered_orders,late_deliveries,late_delivery_rate,missed_handovers,missed_handover_rate,reviewed_orders,low_reviews,low_review_rate,all_orders,non_receipt_reports,delivery_record_discrepancies,no_recorded_delivery_reports,expected_late_orders,excess_late_orders,non_receipt_report_rate_pct,late_delivery_rate_pct,missed_handover_rate_pct,low_review_rate_pct
218d46b86c1881d022bce9c68a7d4b15,371,33,0.0889487870619946,15,0.04043126684636118,370,42,0.11351351351351352,377,5,2,0,25.4104250267874,7.589574973212599,1.3262599469496021,8.89487870619946,4.0431266846361185,11.351351351351353
7e1fb0a3ebfb01ffb3a7dae98bf3238d,154,18,0.11688311688311688,2,0.012987012987012988,152,16,0.10526315789473684,158,4,2,1,10.547723596024959,7.452276403975041,2.5316455696202533,11.688311688311687,1.2987012987012987,10.526315789473683
634964b17796e64304cadf1ad3050fb7,257,25,0.09727626459143969,27,0.10505836575875487,257,34,0.13229571984435798,260,4,2,0,17.60236989726243,7.397630102737569,1.5384615384615385,9.72762645914397,10.505836575875486,13.229571984435799
2e90cb1677d35cfe24eef47d441b7c87,126,16,0.12698412698412698,7,0.05555555555555555,126,18,0.14285714285714285,126,0,0,0,8.629955669474967,7.370044330525033,0.0,12.698412698412698,5.555555555555555,14.285714285714285
cac4c8e7b1ca6252d8f20b2fc1a2e4af,69,12,0.17391304347826086,21,0.30434782608695654,68,18,0.2647058823529412,70,1,0,0,4.725928104712482,7.274071895287518,1.4285714285714286,17.391304347826086,30.434782608695656,26.47058823529412
dd7ddc04e1b6c2c614352b383efe2d36,114,15,0.13157894736842105,43,0.37719298245614036,113,20,0.17699115044247787,115,3,1,0,7.80805512952497,7.19194487047503,2.608695652173913,13.157894736842104,37.719298245614034,17.699115044247787
b33e7c55446eabf8fe1a42d037ac7d6d,146,17,0.11643835616438356,1,0.00684931506849315,146,18,0.1232876712328767,149,2,0,1,9.999789902724961,7.000210097275039,1.342281879194631,11.643835616438356,0.684931506849315,12.32876712328767
6039e27294dc75811c0d8a39069f52c0,62,11,0.1774193548387097,22,0.3548387096774194,62,12,0.1935483870967742,63,0,0,0,4.246486123074983,6.753513876925017,0.0,17.741935483870968,35.483870967741936,19.35483870967742
4c2b230173bb36f9b240f2b8ac11786e,253,24,0.09486166007905138,82,0.3241106719367589,249,44,0.17670682730923695,256,1,1,0,17.328403050612433,6.671596949387567,0.390625,9.486166007905137,32.41106719367589,17.670682730923694
bbad7e518d7af88a0897397ffdca1979,64,11,0.171875,25,0.390625,63,23,0.36507936507936506,65,4,3,0,4.383469546399983,6.616530453600017,6.153846153846154,17.1875,39.0625,36.507936507936506
891071be6ba827b591264c90c2ae8a63,82,12,0.14634146341463414,15,0.18292682926829268,82,16,0.1951219512195122,89,3,1,1,5.616320356324978,6.383679643675022,3.3707865168539324,14.634146341463413,18.29268292682927,19.51219512195122
b561927807645834b59ef0d16ba55a24,82,12,0.14634146341463414,8,0.0975609756097561,82,8,0.0975609756097561,82,0,0,0,5.616320356324978,6.383679643675022,0.0,14.634146341463413,9.75609756097561,9.75609756097561
0dd184061fb0eaa7ca37932c68ab91c5,156,17,0.10897435897435898,15,0.09615384615384616,155,20,0.12903225806451613,156,5,3,0,10.684707019349958,6.315292980650042,3.205128205128205,10.897435897435898,9.615384615384617,12.903225806451612
fe2032dab1a61af8794248c8196565c9,288,26,0.09027777777777778,19,0.06597222222222222,284,25,0.0880281690140845,289,3,0,1,19.72561295879992,6.274387041200079,1.0380622837370241,9.027777777777777,6.597222222222222,8.80281690140845
ef990a83bbea832f36ebe81376335aa8,40,9,0.225,0,0.0,40,9,0.225,40,2,0,0,2.7396684664999893,6.260331533500011,5.0,22.5,0.0,22.5
a416b6a846a11724393025641d4edd5e,157,17,0.10828025477707007,19,0.12101910828025478,157,22,0.14012738853503184,162,2,1,0,10.753198731012459,6.246801268987541,1.2345679012345678,10.828025477707007,12.101910828025478,14.012738853503185
900ba814c251a692506d7834c1218441,84,12,0.14285714285714285,15,0.17857142857142858,82,6,0.07317073170731707,86,2,0,0,5.753303779649977,6.246696220350023,2.3255813953488373,14.285714285714285,17.857142857142858,7.317073170731707
adbc26658d6c7b4b6219f9d934598091,86,12,0.13953488372093023,21,0.2441860465116279,86,14,0.16279069767441862,86,0,0,0,5.890287202974977,6.109712797025023,0.0,13.953488372093023,24.418604651162788,16.27906976744186
c31eff8334d6b3047ed34bebd4d62c36,116,14,0.1206896551724138,32,0.27586206896551724,115,20,0.17391304347826086,118,2,1,0,7.945038552849969,6.054961447150031,1.694915254237288,12.068965517241379,27.586206896551722,17.391304347826086
440dd6ab244315c632130ecfb63827b1,90,12,0.13333333333333333,9,0.1,90,13,0.14444444444444443,93,2,1,0,6.164254049624976,5.835745950375024,2.1505376344086025,13.333333333333334,10.0,14.444444444444443
